"","Team","Rating","Conference"
"1","Washington U.",15.8191856955885,"UAA"
"2","Middlebury",13.0789165287298,"NESCAC"
"3","Messiah",12.1190648895649,"MACC"
"4","Christopher Newport",11.3936482849596,"CAC"
"5","William Smith",9.40953182144058,"LL"
"6","Williams",9.22107972973644,"NESCAC"
"7","Lynchburg",8.81219735616685,"ODAC"
"8","Swarthmore",8.74939936930774,"CC"
"9","Amherst",8.64067964300159,"NESCAC"
"10","Misericordia",7.48394344443022,"MACF"
"11","Johns Hopkins",6.37795261682568,"CC"
"12","Wheaton (Ill.)",6.20146045304628,"CCIW"
"13","MIT",6.18146470458113,"NEWMAC"
"14","Centre",6.09141465765904,"SAA"
"15","Hardin-Simmons",5.9568220199428,"ASC"
"16","Stevens",5.83077282880778,"E8"
"17","TCNJ",5.76572098029122,"NJAC"
"18","Scranton",4.96957850822459,"LAND"
"19","Tufts",4.89046278867457,"NESCAC"
"20","St. Thomas",4.83542143119289,"MIAC"
"21","Emory",4.61822537628541,"UAA"
"22","Ithaca",4.32173234336266,"LL"
"23","Brandeis",4.2646959910314,"UAA"
"24","RIT",4.17725811736338,"LL"
"25","UW-La Crosse",4.12144840945892,"WIAC"
"26","Hope",4.09980911401221,"MIAA"
"27","Chicago",4.09943816500892,"UAA"
"28","Farmingdale State",4.0582479728808,"SKY"
"29","Arcadia",3.73327123945501,"MACC"
"30","Rowan",3.63387570490275,"NJAC"
"31","Penn State-Berks",3.39251826121101,"NEAC"
"32","Geneseo State",3.17933476853228,"SUNYAC"
"33","New York University",3.0030797365595,"UAA"
"34","Hamilton",2.89714090177376,"NESCAC"
"35","Bridgewater (Va.)",2.8204564580183,"ODAC"
"36","Springfield",2.81107048900079,"NEWMAC"
"37","Dickinson",2.77393388240688,"CC"
"38","Montclair State",2.72067045321981,"NJAC"
"39","Illinois Wesleyan",2.69022556093457,"CCIW"
"40","McDaniel",2.63556457755762,"CC"
"41","Wesleyan",2.61864952784417,"NESCAC"
"42","Bowdoin",2.60455148497653,"NESCAC"
"43","Vassar",2.58967182493462,"LL"
"44","Adrian",2.48621277432976,"MIAA"
"45","Rochester",2.46164930969764,"UAA"
"46","St. Lawrence",2.44506989176633,"LL"
"47","Randolph-Macon",2.39466016601441,"ODAC"
"48","Otterbein",2.24464680416485,"OAC"
"49","Connecticut College",2.23673308306463,"NESCAC"
"50","Grove City",2.21295397247792,"PrAC"
"51","Gettysburg",2.18831135983047,"CC"
"52","Augustana",2.15341581040221,"CCIW"
"53","Mount St. Joseph",2.137720225164,"HCAC"
"54","Susquehanna",2.11557851833809,"LAND"
"55","Virginia Wesleyan",2.09854394976708,"ODAC"
"56","Haverford",2.0143900381446,"CC"
"57","Denison",1.97092251564824,"NCAC"
"58","Pacific Lutheran",1.94830552166049,"NWC"
"59","Augsburg",1.94435946745602,"MIAC"
"60","Nazareth",1.93151084431119,"E8"
"61","Loras",1.92208569957294,"ARC"
"62","Texas-Dallas",1.89840639159724,"ASC"
"63","Cortland State",1.88618199929573,"SUNYAC"
"64","Potsdam State",1.78424179220356,"SUNYAC"
"65","Carnegie Mellon",1.77261945546953,"UAA"
"66","Wartburg",1.76724750232025,"ARC"
"67","Ohio Northern",1.7606114748774,"OAC"
"68","Calvin",1.72716780036835,"MIAA"
"69","Skidmore",1.70596691965032,"LL"
"70","Hanover",1.63732384145349,"HCAC"
"71","Trinity (Texas)",1.63362414383182,"SCAC"
"72","Washington and Lee",1.60058887348688,"ODAC"
"73","Trinity (Conn.)",1.55944651864864,"NESCAC"
"74","Plattsburgh State",1.55475139356604,"SUNYAC"
"75","Wooster",1.54182781956437,"NCAC"
"76","UW-Stevens Point",1.5286083707053,"WIAC"
"77","Wilkes",1.5205086082653,"MACF"
"78","Puget Sound",1.5035513299988,"NWC"
"79","Oneonta State",1.4275634628821,"SUNYAC"
"80","Albright",1.41800704223468,"MACC"
"81","Mary Hardin-Baylor",1.39892016473723,"ASC"
"82","WPI",1.38191781331577,"NEWMAC"
"83","Stockton",1.35387047552495,"NJAC"
"84","FDU-Florham",1.34845604317018,"MACF"
"85","Pomona-Pitzer",1.34412290606508,"SCIAC"
"86","Piedmont",1.28796184242147,"USAC"
"87","Hartwick",1.27590839941507,"E8"
"88","Bethel",1.25545372006127,"MIAC"
"89","Kean",1.2527950538308,"NJAC"
"90","RPI",1.23707548832608,"LL"
"91","Cal Lutheran",1.23210091311671,"SCIAC"
"92","Dominican",1.23082563785704,"NACC"
"93","Colby",1.22343999325146,"NESCAC"
"94","Case Western Reserve",1.22289299453172,"UAA"
"95","Wheaton (Mass.)",1.19914246309756,"NEWMAC"
"96","Kalamazoo",1.18667703384326,"MIAA"
"97","Clarkson",1.15444809960768,"LL"
"98","Washington College",1.13632392137733,"CC"
"99","New England College",1.12663252895938,"NECC"
"100","Occidental",1.12607305876026,"SCIAC"
"101","Catholic",1.11693794025112,"LAND"
"102","Moravian",1.11278995958379,"LAND"
"103","St. Olaf",1.10934469117498,"MIAC"
"104","Coast Guard",1.09686200164653,"NEWMAC"
"105","Endicott",1.09312540855754,"CCC"
"106","Capital",1.08404569100725,"OAC"
"107","Mount St. Mary",1.07697509513813,"SKY"
"108","Lesley",1.06138200796487,"NECC"
"109","Emerson",1.05724661658638,"NEWMAC"
"110","Willamette",1.03575169867908,"NWC"
"111","Babson",1.02728954899375,"NEWMAC"
"112","St. Catherine",1.02567425121238,"MIAC"
"113","Dubuque",1.00690092616401,"ARC"
"114","Pfeiffer",0.985803170560258,"USAC"
"115","Lebanon Valley",0.969610640856122,"MACC"
"116","St. John Fisher",0.96887672448009,"E8"
"117","Union",0.963268824666879,"LL"
"118","Mary Washington",0.95690262322424,"CAC"
"119","Clark",0.952494408259551,"NEWMAC"
"120","Smith",0.950567980191141,"NEWMAC"
"121","Linfield",0.949066373654251,"NWC"
"122","Maryville (Tenn.)",0.94462065142066,"USAC"
"123","Western Connecticut",0.935515169057678,"LEC"
"124","Rutgers-Camden",0.917569721970836,"NJAC"
"125","Luther",0.911849464930118,"ARC"
"126","Roanoke",0.909474584310087,"ODAC"
"127","Gordon",0.908836027321488,"CCC"
"128","Whitworth",0.907395393175443,"NWC"
"129","Eastern Connecticut",0.905385710995438,"LEC"
"130","Saint Benedict",0.905217265077641,"MIAC"
"131","Carroll",0.898890808211549,"CCIW"
"132","Ursinus",0.876960009416476,"CC"
"133","Muhlenberg",0.846376371166829,"CC"
"134","Oswego State",0.835473399246851,"SUNYAC"
"135","Webster",0.82988589223791,"SLIAC"
"136","Greensboro",0.824783365173856,"USAC"
"137","Carleton",0.824245782720547,"MIAC"
"138","York (Pa.)",0.820569304088039,"CAC"
"139","Utica",0.819112005746332,"E8"
"140","Widener",0.81199198288051,"MACC"
"141","Brockport State",0.784331376723104,"SUNYAC"
"142","Mass-Boston",0.770290452582589,"LEC"
"143","Wellesley",0.760963514126135,"NEWMAC"
"144","Carthage",0.757548994210225,"CCIW"
"145","Mount Union",0.755216417440111,"OAC"
"146","Salisbury",0.744795803141221,"CAC"
"147","Sage",0.741116390265754,"E8"
"148","UW-Eau Claire",0.736614617040001,"WIAC"
"149","Frostburg State",0.735706837887335,"CAC"
"150","George Fox",0.730781128668659,"NWC"
"151","Albion",0.723389556032846,"MIAA"
"152","Knox",0.710913303118847,"MWC"
"153","Bates",0.706745086059153,"NESCAC"
"154","Central",0.702175406090661,"ARC"
"155","Coe",0.694461734384608,"ARC"
"156","UW-Whitewater",0.686904552593948,"WIAC"
"157","Penn State-Behrend",0.684875447231931,"AMCC"
"158","Alfred",0.683917619049638,"E8"
"159","Keuka",0.67766610394631,"NEAC"
"160","Penn State-Harrisburg",0.676508208810952,"CAC"
"161","Westfield State",0.676431660814633,"MASCAC"
"162","Claremont-Mudd-Scripps",0.672940888113282,"SCIAC"
"163","Rutgers-Newark",0.670287092490081,"NJAC"
"164","Chapman",0.654196944738998,"SCIAC"
"165","Redlands",0.637862730475162,"SCIAC"
"166","Gustavus Adolphus",0.627963083691912,"MIAC"
"167","Transylvania",0.62318216523685,"HCAC"
"168","Castleton",0.620312355407234,"LEC"
"169","University of New England",0.618432822677971,"CCC"
"170","Kenyon",0.615062640710608,"NCAC"
"171","Johnson and Wales",0.608796419300533,"GNAC"
"172","Wentworth",0.603147137919224,"CCC"
"173","Elizabethtown",0.593299498928722,"LAND"
