"","Team","Rating","Conference"
"1","Calvin",11.6919849169813,"MIAA"
"2","Trinity (Texas)",10.2265941174632,"SCAC"
"3","Messiah",8.7102396962634,"MACC"
"4","Chicago",8.29699448355742,"UAA"
"5","Kenyon",7.28997576323741,"NCAC"
"6","Case Western Reserve",6.40900333786792,"UAA"
"7","Tufts",5.97890907210836,"NESCAC"
"8","Montclair State",4.77019724424971,"NJAC"
"9","St. Joseph's (Maine)",4.57510152010296,"GNAC"
"10","Cortland State",4.56042154271093,"SUNYAC"
"11","Rochester",4.43093014703712,"UAA"
"12","Connecticut College",4.31326028393258,"NESCAC"
"13","Amherst",4.02502182924974,"NESCAC"
"14","Carnegie Mellon",3.94280951528804,"UAA"
"15","New York University",3.71219092431088,"UAA"
"16","Franklin and Marshall",3.62067867296725,"CC"
"17","Eastern",3.4587035585728,"MACF"
"18","Stevens",3.40478593164726,"E8"
"19","Mary Washington",3.39730150212018,"CAC"
"20","Johns Hopkins",3.39523235921951,"CC"
"21","Brockport State",3.27852091728498,"SUNYAC"
"22","Southwestern",3.02086343072855,"SCAC"
"23","St. Lawrence",3.01145265122082,"LL"
"24","Oneonta State",2.93048518258683,"SUNYAC"
"25","Williams",2.87454259921472,"NESCAC"
"26","Haverford",2.87122771815004,"CC"
"27","Middlebury",2.86958587588907,"NESCAC"
"28","Luther",2.86870284564615,"ARC"
"29","Colorado College",2.8681358517476,"SCAC"
"30","North Park",2.83682492874674,"CCIW"
"31","St. Norbert",2.74677912246347,"MWC"
"32","St. Thomas",2.63257440728718,"MIAC"
"33","Washington and Lee",2.62718736457635,"ODAC"
"34","Ithaca",2.61958007606772,"LL"
"35","Carleton",2.56041340694218,"MIAC"
"36","Salve Regina",2.53612347839444,"CCC"
"37","Texas Lutheran",2.49646533570819,"SCAC"
"38","Bowdoin",2.46994857158281,"NESCAC"
"39","Oglethorpe",2.46353342047184,"SAA"
"40","Ramapo",2.45478535909657,"NJAC"
"41","New Paltz State",2.43487638817426,"SUNYAC"
"42","Colby",2.43228736781342,"NESCAC"
"43","Rowan",2.40269286310528,"NJAC"
"44","UW-Platteville",2.38703687786984,"WIAC"
"45","Babson",2.36395785550394,"NEWMAC"
"46","Brandeis",2.32456612872523,"UAA"
"47","John Carroll",2.31078788841701,"OAC"
"48","Hamilton",2.307413249899,"NESCAC"
"49","Lycoming",2.30213144389494,"MACC"
"50","Capital",2.28804572451015,"OAC"
"51","Mary Hardin-Baylor",2.27448198391911,"ASC"
"52","St. Mary's (Md.)",2.24465374286161,"CAC"
"53","Ohio Wesleyan",2.24392355991308,"NCAC"
"54","William Paterson",2.17649758837192,"NJAC"
"55","Rutgers-Camden",2.16383620663483,"NJAC"
"56","Washington U.",2.1575668791539,"UAA"
"57","Springfield",2.11639780155677,"NEWMAC"
"58","Western Connecticut",2.10149694819507,"LEC"
"59","Emory",2.09608387667632,"UAA"
"60","Mount Union",2.02864303974113,"OAC"
"61","RPI",2.0250573964151,"LL"
"62","Macalester",2.00613204693068,"MIAC"
"63","Hobart",1.94521593605719,"LL"
"64","Lynchburg",1.93851145564857,"ODAC"
"65","Gordon",1.93751139793002,"CCC"
"66","Centre",1.91703288400146,"SAA"
"67","Texas-Tyler",1.9085098794392,"ASC"
"68","Dickinson",1.8276381137721,"CC"
"69","Claremont-Mudd-Scripps",1.80123469910382,"SCIAC"
"70","York (Pa.)",1.79929671533084,"CAC"
"71","UW-Superior",1.75037950579066,"UMAC"
"72","WPI",1.7449742979252,"NEWMAC"
"73","Texas-Dallas",1.73693847527366,"ASC"
"74","Clark",1.72769928207881,"NEWMAC"
"75","Augsburg",1.7134241452293,"MIAC"
"76","Carthage",1.6921020273443,"CCIW"
"77","UW-Whitewater",1.68855767129957,"WIAC"
"78","Dominican",1.66971134440184,"NACC"
"79","Ohio Northern",1.63366893751912,"OAC"
"80","Stevenson",1.62924568840142,"MACC"
"81","Skidmore",1.61135811964988,"LL"
"82","Salisbury",1.60486692416259,"CAC"
"83","University of Dallas",1.59534386195936,"SCAC"
"84","Roger Williams",1.58111266624125,"CCC"
"85","Western New England",1.56991061970793,"CCC"
"86","Gustavus Adolphus",1.53318471672448,"MIAC"
"87","RIT",1.51167694218694,"LL"
"88","Endicott",1.50140085164673,"CCC"
"89","Benedictine",1.48781214643913,"NACC"
"90","Penn State-Behrend",1.47717967579228,"AMCC"
"91","Occidental",1.4584059540519,"SCIAC"
"92","Hope",1.45812280359962,"MIAA"
"93","Bates",1.45701063838899,"NESCAC"
"94","Knox",1.44615219151362,"MWC"
"95","Wheaton (Mass.)",1.43821160194988,"NEWMAC"
"96","Buffalo State",1.42984824473239,"SUNYAC"
"97","Loras",1.42414713793592,"ARC"
"98","Clarkson",1.41038527134825,"LL"
"99","Grove City",1.40367359652368,"PrAC"
"100","Drew",1.34548769638099,"LAND"
"101","Vassar",1.34327244572223,"LL"
"102","Christopher Newport",1.34025192225585,"CAC"
"103","Concordia (Texas)",1.32448369277415,"ASC"
"104","Eastern Connecticut",1.31773134012882,"LEC"
"105","Rutgers-Newark",1.31163412289316,"NJAC"
"106","Redlands",1.31082712701264,"SCIAC"
"107","Elizabethtown",1.30106878048776,"LAND"
"108","Swarthmore",1.29054605848598,"CC"
"109","Plattsburgh State",1.27634951481317,"SUNYAC"
"110","TCNJ",1.27590982815641,"NJAC"
"111","Simpson",1.26307165629764,"ARC"
"112","Wartburg",1.26066097156513,"ARC"
"113","Lebanon Valley",1.22873540952439,"MACC"
"114","Wesleyan",1.21976910295236,"NESCAC"
"115","Frostburg State",1.18131454282421,"CAC"
"116","Johnson and Wales",1.16687834547456,"GNAC"
"117","MIT",1.16032384914554,"NEWMAC"
"118","Stockton",1.1434628216897,"NJAC"
"119","Gettysburg",1.14123412638896,"CC"
"120","Chapman",1.13060573551165,"SCIAC"
"121","Penn State-Harrisburg",1.11404945623348,"CAC"
"122","Wabash",1.10445727303767,"NCAC"
"123","Geneseo State",1.10237505139079,"SUNYAC"
"124","Berry",1.08788302370573,"SAA"
"125","Wheaton (Ill.)",1.08705871079208,"CCIW"
"126","Catholic",1.06425285224853,"LAND"
"127","Pacific Lutheran",1.05084071445917,"NWC"
"128","Muhlenberg",1.05042386225855,"CC"
"129","Austin",1.04457323106684,"SCAC"
"130","Washington College",1.0315797546836,"CC"
"131","Keene State",1.02782087726223,"LEC"
"132","Denison",1.02575853876065,"NCAC"
"133","Illinois Wesleyan",1.01024239099576,"CCIW"
"134","Millikin",1.00202849421412,"CCIW"
"135","Whitman",0.999988871422634,"NWC"
"136","DePauw",0.990264973128958,"NCAC"
"137","Marietta",0.98748674262916,"OAC"
"138","MSOE",0.986736370143416,"NACC"
"139","Greensboro",0.984863074095198,"USAC"
"140","North Central (Ill.)",0.98246775549365,"CCIW"
"141","Westminster (Pa.)",0.973952049995824,"PrAC"
"142","Covenant",0.9729928513916,"USAC"
"143","Trine",0.963474873542093,"MIAA"
"144","Willamette",0.962386491607874,"NWC"
"145","King's",0.962320787065577,"MACF"
"146","Bridgewater (Va.)",0.957536446030424,"ODAC"
"147","Mass-Boston",0.938653960794126,"LEC"
"148","Maryville (Tenn.)",0.928176360765046,"USAC"
"149","Hamline",0.880109579289746,"MIAC"
"150","North Carolina Wesleyan",0.877551800282692,"USAC"
"151","University of the Ozarks",0.862619165280229,"ASC"
"152","Adrian",0.85972109307154,"MIAA"
"153","Wooster",0.857112684142761,"NCAC"
"154","Wesley",0.855499982387852,"AEC"
"155","Bridgewater State",0.847159661454337,"MASCAC"
"156","Nazareth",0.844282696991021,"E8"
"157","Medaille",0.836091090779195,"AMCC"
"158","Alvernia",0.835468811172916,"MACC"
"159","Scranton",0.825274779786433,"LAND"
"160","Puget Sound",0.825016678454209,"NWC"
"161","Salem State",0.819971601505468,"MASCAC"
