"","Team","Rating","Conference"
"1","William Smith",20.4626060462856,"LL"
"2","Messiah",14.5416080787736,"MACC"
"3","Pomona-Pitzer",13.1732290504955,"SCIAC"
"4","TCNJ",11.464514782256,"NJAC"
"5","Hardin-Simmons",9.90298916367106,"ASC"
"6","Johns Hopkins",9.68634990867441,"CC"
"7","Washington U.",8.57944666883435,"UAA"
"8","Chicago",8.23517528513559,"UAA"
"9","Thomas More",7.71699366650094,"PrAC"
"10","Williams",7.67445965700399,"NESCAC"
"11","Amherst",7.48055068151089,"NESCAC"
"12","Brandeis",7.30591523466606,"UAA"
"13","Stevens",7.10915421679375,"E8"
"14","Claremont-Mudd-Scripps",6.13914522718454,"SCIAC"
"15","McDaniel",6.06420241730915,"CC"
"16","Trinity (Texas)",5.91468307215567,"SCAC"
"17","Lynchburg",5.46692970477006,"ODAC"
"18","Scranton",5.31298970339564,"LAND"
"19","Cal Lutheran",4.57428713475381,"SCIAC"
"20","Pacific Lutheran",4.50485663089946,"NWC"
"21","Middlebury",4.4405376939354,"NESCAC"
"22","Rowan",4.40492664585946,"NJAC"
"23","Misericordia",4.39422686872399,"MACF"
"24","Arcadia",4.35064509110424,"MACC"
"25","Trinity (Conn.)",4.2856597513283,"NESCAC"
"26","Wentworth",4.04638542917257,"CCC"
"27","New York University",3.97210240864384,"UAA"
"28","Centre",3.80756657279233,"SAA"
"29","Buffalo State",3.60094281575189,"SUNYAC"
"30","Geneseo State",3.51375681257757,"SUNYAC"
"31","Carnegie Mellon",3.4341969567752,"UAA"
"32","Nazareth",3.38045621953362,"E8"
"33","Whittier",3.17334381629822,"SCIAC"
"34","UW-Whitewater",3.12686982468204,"WIAC"
"35","Swarthmore",3.09117720801206,"CC"
"36","Emory",3.06023212599345,"UAA"
"37","Montclair State",2.94677362769621,"NJAC"
"38","Rochester",2.87826695793988,"UAA"
"39","RPI",2.8583149468278,"LL"
"40","Connecticut College",2.77826378864736,"NESCAC"
"41","Washington and Lee",2.76854460677485,"ODAC"
"42","Puget Sound",2.68467786587191,"NWC"
"43","Penn State-Berks",2.6250490900289,"NEAC"
"44","Grove City",2.49130817961579,"PrAC"
"45","WPI",2.48491483167454,"NEWMAC"
"46","Chapman",2.41525217196519,"SCIAC"
"47","MIT",2.39657485880737,"NEWMAC"
"48","Virginia Wesleyan",2.36423036176149,"ODAC"
"49","Bowdoin",2.33204961618769,"NESCAC"
"50","Western Connecticut",2.26309309363774,"LEC"
"51","Occidental",2.1380625488186,"SCIAC"
