"","Team","Rating","Conference"
"1","Mass-Boston",0.966604742491792,"LEC"
"2","Chicago",0.902415014603902,"UAA"
"3","Texas-Tyler",0.872791120631756,"ASC"
"4","Hardin-Simmons",0.846432736249031,"ASC"
"5","Calvin",0.815064460116809,"MIAA"
"6","Christopher Newport",0.797405936973073,"CAC"
"7","Kenyon",0.791849350650439,"NCAC"
"8","St. Norbert",0.779199811790832,"MWC"
"9","Texas-Dallas",0.76954825385648,"ASC"
"10","Case Western Reserve",0.758642830984332,"UAA"
"11","Amherst",0.757484423233137,"NESCAC"
"12","Washington U.",0.755061364847254,"UAA"
"13","Whitworth",0.746411260736683,"NWC"
"14","Buffalo State",0.746113238522991,"SUNYAC"
"15","Emory",0.744661061202121,"UAA"
"16","Rutgers-Newark",0.742573883422732,"NJAC"
"17","Puget Sound",0.738800562196473,"NWC"
"18","Medaille",0.738711441473313,"AMCC"
"19","Augsburg",0.737853696791913,"MIAC"
"20","Luther",0.734728706539848,"IIAC"
"21","UW-Superior",0.73445306925487,"UMAC"
"22","Mary Washington",0.730421903827345,"CAC"
"23","Middlebury",0.729622631165246,"NESCAC"
"24","Rowan",0.727224532129025,"NJAC"
"25","New York University",0.725118454153149,"UAA"
"26","John Carroll",0.716676881954193,"OAC"
"27","Springfield",0.712973659306835,"NEWMAC"
"28","Lycoming",0.710492790416674,"MACC"
"29","Oneonta State",0.709687616368368,"SUNYAC"
"30","Kalamazoo",0.70619257653567,"MIAA"
"31","Macalester",0.705840250095509,"MIAC"
"32","York (Pa.)",0.702493623234759,"CAC"
"33","Pacific Lutheran",0.702327761350157,"NWC"
"34","Brandeis",0.699026301376472,"UAA"
"35","Plattsburgh State",0.698953792266898,"SUNYAC"
"36","Messiah",0.69869380628037,"MACC"
"37","Adrian",0.698618291413804,"MIAA"
"38","Concordia (Texas)",0.696144222850505,"ASC"
"39","UW-Platteville",0.692886378280992,"WIAC"
"40","Albion",0.692315334275762,"MIAA"
"41","Clark",0.691188923887611,"NEWMAC"
"42","Kean",0.689544670338727,"NJAC"
"43","Knox",0.685625518067639,"MWC"
"44","New Paltz State",0.685398962814634,"SUNYAC"
"45","Simpson",0.685080083659993,"IIAC"
"46","UC Santa Cruz",0.683533498239252,"IND"
"47","Tufts",0.683099317310583,"NESCAC"
"48","Greensboro",0.682834362809432,"USAC"
"49","Carthage",0.680888252813244,"CCIW"
"50","Randolph-Macon",0.679791391000419,"ODAC"
"51","Finlandia",0.679781987047215,""
"52","Wheaton (Ill.)",0.679591742955262,"CCIW"
"53","Ohio Northern",0.679533226897237,"OAC"
"54","Johnson and Wales",0.679402579768624,"GNAC"
"55","Whitman",0.678349456671563,"NWC"
