"","Team","Rating","Conference"
"1","Mass-Boston",0.96423459016204,"LEC"
"2","Chicago",0.952273715220353,"UAA"
"3","Texas-Tyler",0.878222226864889,"ASC"
"4","Hardin-Simmons",0.856865708422222,"ASC"
"5","Calvin",0.83407080004496,"MIAA"
"6","Amherst",0.793098333741599,"NESCAC"
"7","Christopher Newport",0.792842408918088,"CAC"
"8","St. Norbert",0.779961275109486,"MWC"
"9","Texas-Dallas",0.778974822483359,"ASC"
"10","Washington U.",0.757115921892706,"UAA"
"11","Case Western Reserve",0.756396133269943,"UAA"
"12","Whitworth",0.748237614399238,"NWC"
"13","Emory",0.747105481683131,"UAA"
"14","Rutgers-Newark",0.745911787089354,"NJAC"
"15","Buffalo State",0.743165629006845,"SUNYAC"
"16","Puget Sound",0.738867432638123,"NWC"
"17","Middlebury",0.738534877053417,"NESCAC"
"18","Medaille",0.73640537928884,"AMCC"
"19","Kenyon",0.735504764614695,"NCAC"
"20","New York University",0.731421622072929,"UAA"
"21","Luther",0.728591914249108,"IIAC"
"22","Mary Washington",0.727049662949288,"CAC"
"23","Augsburg",0.726704824249061,"MIAC"
"24","Rowan",0.726588577982527,"NJAC"
"25","UW-Superior",0.726389977253727,"UMAC"
"26","Springfield",0.714720050073097,"NEWMAC"
"27","John Carroll",0.71389949973482,"OAC"
"28","Kalamazoo",0.710995145892432,"MIAA"
"29","Lycoming",0.709805826899877,"MACC"
"30","Tufts",0.708893340295406,"NESCAC"
"31","Concordia (Texas)",0.703036174818475,"ASC"
"32","Pacific Lutheran",0.702380677241617,"NWC"
"33","Adrian",0.701682774819031,"MIAA"
"34","York (Pa.)",0.699336410864422,"CAC"
"35","Messiah",0.699241483351396,"MACC"
"36","Albion",0.697388174541504,"MIAA"
"37","Plattsburgh State",0.69658107752954,"SUNYAC"
"38","Oneonta State",0.696480377655691,"SUNYAC"
"39","Macalester",0.695904497563542,"MIAC"
"40","UW-Platteville",0.694263905532087,"WIAC"
"41","Kean",0.691622614790684,"NJAC"
"42","Clark",0.691518534625374,"NEWMAC"
"43","UC Santa Cruz",0.688239356245786,"IND"
"44","Knox",0.687228886863888,"MWC"
"45","Brandeis",0.686859971667835,"UAA"
"46","Carthage",0.686167036581312,"CCIW"
"47","Trinity (Texas)",0.685660057588783,"SCAC"
"48","Wheaton (Ill.)",0.684298671033244,"CCIW"
"49","Simpson",0.682757892665277,"IIAC"
"50","New Paltz State",0.68150536743772,"SUNYAC"
"51","Greensboro",0.681202069827717,"USAC"
"52","Johnson and Wales",0.680457547949326,"GNAC"
"53","Benedictine",0.677972758278101,"NACC"
"54","Ohio Northern",0.677838609443042,"OAC"
"55","Randolph-Macon",0.677815519594654,"ODAC"
"56","Whitman",0.677257746142082,"NWC"
"57","Finlandia",0.676798056138562,""
"58","Drew",0.676472957058251,"LAND"
"59","UW-Whitewater",0.674359041441035,"WIAC"
"60","Wartburg",0.671724065096917,"IIAC"
"61","Newbury",0.671449898861,"NECC"
"62","Chapman",0.670414690160308,"SCIAC"
"63","Lebanon Valley",0.66605471596786,"MACC"
"64","St. Joseph's (Maine)",0.658729152070993,"GNAC"
"65","Montclair State",0.658309284604335,"NJAC"
"66","Bowdoin",0.656519823193192,"NESCAC"
"67","Keene State",0.6559232254638,"LEC"
"68","Wheaton (Mass.)",0.655353453008961,"NEWMAC"
"69","St. Olaf",0.653459119346568,"MIAC"
"70","Haverford",0.653188018655253,"CC"
"71","Maryville (Tenn.)",0.65251004834697,"USAC"
"72","North Carolina Wesleyan",0.651958166264639,"USAC"
"73","Pacific",0.651589503978702,"NWC"
"74","Hanover",0.651258583556466,"HCAC"
"75","Connecticut College",0.647068779527868,"NESCAC"
"76","Grove City",0.646758231526066,"PrAC"
"77","Clarkson",0.646232577191715,"LL"
"78","Loras",0.644323110717811,"IIAC"
"79","Carnegie Mellon",0.641842752298979,"UAA"
"80","Frostburg State",0.64064100446897,"CAC"
"81","Heidelberg",0.639474833577017,"OAC"
"82","Stockton",0.639048867901652,"NJAC"
"83","Misericordia",0.637620209070757,"MACF"
"84","Lynchburg",0.63723208425821,"ODAC"
"85","Oberlin",0.636725092705333,"NCAC"
"86","TCNJ",0.634672850061872,"NJAC"
"87","Morrisville State",0.632754397820141,"NEAC"
"88","Johns Hopkins",0.632748689189889,"CC"
"89","Virginia Wesleyan",0.632189207488629,"ODAC"
"90","Grinnell",0.631080658746964,"MWC"
"91","Moravian",0.63078223013479,"LAND"
"92","Milwaukee Engineering",0.63045084289286,"NACC"
"93","St. John's",0.630340104750275,"MIAC"
"94","Eastern",0.625154793802614,"MACF"
"95","Saint Mary's (Minn.)",0.62460046185093,"MIAC"
"96","University of the Ozarks",0.620818631766931,"ASC"
"97","Willamette",0.620446380006544,"NWC"
"98","Alma",0.620255630330932,"MIAA"
"99","Colorado College",0.618548519104686,"SCAC"
"100","Rhode Island College",0.617436146830544,"LEC"
"101","Oglethorpe",0.617347425302044,"SAA"
"102","Geneseo State",0.617345982527707,"SUNYAC"
"103","Gettysburg",0.616304656126857,"CC"
"104","Rose-Hulman",0.614670960185899,"HCAC"
"105","Lake Forest",0.612812758499219,"MWC"
"106","Belhaven",0.609971369452605,"ASC"
"107","Thomas More",0.609224225118654,"PrAC"
"108","Elizabethtown",0.608797057380514,"LAND"
"109","Concordia (Wis.)",0.608777572081387,"NACC"
"110","Endicott",0.606287449807114,"CCC"
"111","Aurora",0.605734423698342,"NACC"
"112","Scranton",0.605631817428986,"LAND"
"113","St. Thomas",0.604877525474886,"MIAC"
"114","Methodist",0.604634193591195,"USAC"
"115","Washington and Lee",0.604495799831881,"ODAC"
"116","Houghton",0.604338093070469,"E8"
"117","St. Mary's (Md.)",0.602939701382388,"CAC"
"118","Franklin and Marshall",0.602564128841164,"CC"
"119","Arcadia",0.602006198730531,"MACC"
"120","Susquehanna",0.600942892771988,"LAND"
"121","Westminster (Mo.)",0.600310644384397,"SLIAC"
"122","Norwich",0.600208632794935,"GNAC"
"123","DePauw",0.599901496837276,"NCAC"
"124","Penn State-Harrisburg",0.599830915965092,"CAC"
"125","RPI",0.598874885139255,"LL"
"126","Vassar",0.597629422413591,"LL"
"127","Penn State-Behrend",0.597018317641028,"AMCC"
"128","Coast Guard",0.596536711419959,"NEWMAC"
"129","Mount Union",0.596241015389143,"OAC"
"130","Brockport State",0.595622831940723,"SUNYAC"
"131","Catholic",0.593712312577526,"LAND"
"132","Hamilton",0.592797692064018,"NESCAC"
"133","Central",0.592479547031594,"IIAC"
"134","Manhattanville",0.591702709141586,"MACF"
"135","St. Lawrence",0.590757769666632,"LL"
"136","Wisconsin Lutheran",0.588073353391309,"NACC"
"137","Trinity (Conn.)",0.586055408861214,"NESCAC"
"138","Berry",0.584051825675323,"SAA"
"139","Baldwin Wallace",0.583894924547024,"OAC"
"140","Bates",0.583533237387937,"NESCAC"
"141","Rochester",0.583505413278093,"UAA"
"142","Salisbury",0.582407387214965,"CAC"
"143","King's",0.579413024645698,"MACF"
"144","Hobart",0.579055159314143,"LL"
"145","North Park",0.576414625477556,"CCIW"
"146","Centre",0.575643747804263,"SAA"
"147","Dominican",0.574007196392101,"NACC"
"148","McMurry",0.573210975076105,"ASC"
"149","Maine-Presque Isle",0.573133615927898,"IND"
"150","Mount Aloysius",0.570405576872324,"AMCC"
"151","Hood",0.570369802122982,"MACC"
"152","Wesleyan",0.56739940272002,"NESCAC"
"153","St. Scholastica",0.567140839506613,"UMAC"
"154","Cortland State",0.566643772876011,"SUNYAC"
"155","DeSales",0.565573869935079,"MACF"
"156","Wentworth",0.565520853584103,"CCC"
"157","Washington College",0.56356669948322,"CC"
"158","Gordon",0.562594855605838,"CCC"
"159","William Paterson",0.561612732768946,"NJAC"
"160","Redlands",0.558769316562129,"SCIAC"
"161","Randolph",0.558181088624517,"ODAC"
"162","Hamline",0.557760037766244,"MIAC"
"163","Illinois Wesleyan",0.557431629475381,"CCIW"
"164","Thomas",0.554596673549666,"NAC"
"165","Hunter",0.553793180918819,"CUNYAC"
"166","Mass-Dartmouth",0.55311175106857,"LEC"
"167","Carroll",0.552846878436395,"CCIW"
"168","Elmhurst",0.552773758940167,"CCIW"
"169","Austin",0.552615394627816,"SCAC"
"170","Cabrini",0.550251597972329,"CSAC"
"171","Guilford",0.549731438593871,"ODAC"
"172","Linfield",0.547235659104364,"NWC"
"173","Western New England",0.546388592134551,"CCC"
"174","Carleton",0.545252421580818,"MIAC"
"175","Occidental",0.544740958164683,"SCIAC"
"176","Ithaca",0.543950689605998,"E8"
"177","Bard",0.543699818234262,"LL"
"178","North Central (Ill.)",0.543220588139497,"CCIW"
"179","Wabash",0.543015863773148,"NCAC"
"180","Fredonia State",0.542982634254341,"SUNYAC"
"181","Mary Hardin-Baylor",0.542490616328643,"ASC"
"182","Eastern Mennonite",0.541333214813401,"ODAC"
"183","Geneva",0.541167232513985,"PrAC"
"184","Emmanuel",0.540631084187693,"GNAC"
"185","Roanoke",0.539425447600167,"ODAC"
"186","Skidmore",0.538825403951814,"LL"
"187","Bridgewater State",0.53874942264166,"MASCAC"
"188","La Roche",0.538685285309389,"AMCC"
"189","Rutgers-Camden",0.537948633058357,"NJAC"
"190","Eastern Connecticut",0.537096673793503,"LEC"
"191","Marietta",0.535547573900255,"OAC"
"192","Waynesburg",0.534644738449557,"PrAC"
"193","Daniel Webster",0.534231724706186,"NECC"
"194","Ramapo",0.533238102777542,"NJAC"
"195","Sage",0.531806904525781,"SKY"
"196","Dubuque",0.530482424038718,"IIAC"
"197","WPI",0.530154395990856,"NEWMAC"
"198","New Jersey City",0.529535410901139,"NJAC"
"199","Transylvania",0.529430598799178,"HCAC"
"200","Dickinson",0.527191837544534,"CC"
"201","New England College",0.523635903920961,"NAC"
"202","Fitchburg State",0.523216724539559,"MASCAC"
"203","Otterbein",0.522950272924337,"OAC"
"204","Illinois College",0.521879511057318,"MWC"
"205","Alvernia",0.521695143220745,"MACC"
"206","Williams",0.519895161299542,"NESCAC"
"207","Bridgewater (Va.)",0.518636940344189,"ODAC"
"208","Westfield State",0.515785822409101,"MASCAC"
"209","Brooklyn",0.515285754249042,"CUNYAC"
"210","Merchant Marine",0.514631774799665,"SKY"
"211","Gustavus Adolphus",0.512593159729597,"MIAC"
"212","Massachusetts College",0.512128421575154,"MASCAC"
"213","La Verne",0.508743745693495,"SCIAC"
"214","Monmouth",0.507278813590574,"MWC"
"215","Birmingham-Southern",0.506729641994531,"SAA"
"216","University of Dallas",0.503973687140946,"SCAC"
"217","Keuka",0.502991584165253,"NEAC"
"218","Capital",0.502857583999425,"OAC"
"219","Mount St. Joseph",0.50172634280138,"HCAC"
"220","Hampden-Sydney",0.501343946069813,"ODAC"
"221","Nichols",0.499622981455161,"CCC"
"222","Colby",0.497542025091153,"NESCAC"
"223","Northwestern (Minn.)",0.497134909188166,"UMAC"
"224","Denison",0.496461205255338,"NCAC"
"225","Cal Lutheran",0.496246652840026,"SCIAC"
"226","Mount St. Mary",0.494584920526241,"SKY"
"227","Immaculata",0.494538984826495,"CSAC"
"228","Bethany",0.49440255920396,"PrAC"
"229","Millikin",0.493731041792502,"CCIW"
"230","Millsaps",0.491702715146434,"SAA"
"231","George Fox",0.489105918428607,"NWC"
"232","Westminster (Pa.)",0.488069288532303,"PrAC"
"233","Roger Williams",0.487822254637876,"CCC"
"234","Regis (Mass.)",0.487060063460939,"NECC"
"235","Stevens",0.486208467531204,"E8"
"236","Babson",0.485980936363106,"NEWMAC"
"237","Rochester Tech",0.483685642578551,"LL"
"238","Emory and Henry",0.483601508456521,"ODAC"
"239","Albertus Magnus",0.481884627966935,"GNAC"
"240","Western Connecticut",0.481463698869518,"LEC"
"241","Ohio Wesleyan",0.480345137106781,"NCAC"
"242","Goucher",0.480148992735235,"LAND"
"243","Lehman",0.479355607656214,"CUNYAC"
"244","Colby-Sawyer",0.478874153250085,"NAC"
"245","Massachusetts Maritime",0.478360053622449,"MASCAC"
"246","Concordia-Moorhead",0.475418791528178,"MIAC"
"247","Pine Manor",0.474637359168786,""
"248","Elmira",0.47358692599746,"E8"
"249","Nebraska Wesleyan",0.469950952267938,"IIAC"
"250","St. John Fisher",0.468707550470076,"E8"
"251","Union",0.468284450152,"LL"
"252","Rhodes",0.467905848435298,"SAA"
"253","Hope",0.467248967310932,"MIAA"
"254","Minnesota-Morris",0.467032323159087,"UMAC"
"255","East Texas Baptist",0.466056051268651,"ASC"
"256","SUNY-Old Westbury",0.465807284397555,"SKY"
