"","Team","Rating","Conference"
"1","Amherst",5.83947927659086,"NESCAC"
"2","Tufts",5.64107308361042,"NESCAC"
"3","Messiah",5.41808427623399,"MACC"
"4","Chicago",5.0066015505937,"UAA"
"5","Calvin",4.87566255299854,"MIAA"
"6","Mass-Boston",4.76301753461039,"LEC"
"7","Kenyon",4.56577505665987,"NCAC"
"8","Redlands",4.32415490668753,"SCIAC"
"9","Trinity (Texas)",4.14785040577037,"SCAC"
"10","Rutgers-Newark",4.07267250045131,"NJAC"
"11","Christopher Newport",3.99612898938099,"CAC"
"12","Rowan",3.8076577512689,"NJAC"
"13","Oneonta State",3.78542638238992,"SUNYAC"
"14","Springfield",3.61771453254438,"NEWMAC"
"15","Brandeis",3.59275636494875,"UAA"
"16","Ohio Northern",3.388593588894,"OAC"
"17","Cortland State",3.34105972159716,"SUNYAC"
"18","Bowdoin",3.14623247295715,"NESCAC"
"19","Franklin and Marshall",3.11809947871455,"CC"
"20","Lynchburg",3.0900396815895,"ODAC"
"21","Montclair State",3.03549987350604,"NJAC"
"22","Haverford",2.98689098080731,"CC"
"23","Middlebury",2.98265346381923,"NESCAC"
"24","Hamilton",2.8294372168939,"NESCAC"
"25","St. Thomas",2.73827202047673,"MIAC"
"26","Chapman",2.70815401700881,"SCIAC"
"27","Washington and Lee",2.70664623427385,"ODAC"
"28","Elizabethtown",2.70534903192657,"LAND"
"29","Williams",2.70228520127035,"NESCAC"
"30","Maryville (Tenn.)",2.65994421313165,"USAC"
"31","Lebanon Valley",2.61973824646544,"MACC"
"32","Babson",2.61300594359221,"NEWMAC"
"33","Carnegie Mellon",2.54591575695861,"UAA"
"34","Wheaton (Mass.)",2.49539087328096,"NEWMAC"
"35","Scranton",2.38457868696901,"LAND"
"36","Gordon",2.31997165164793,"CCC"
"37","John Carroll",2.30495843962911,"OAC"
"38","Connecticut College",2.24389710602674,"NESCAC"
"39","Drew",2.2278606358371,"LAND"
"40","Washington U.",2.16995475690421,"UAA"
"41","Lycoming",2.14062002320842,"MACC"
"42","Carthage",2.09020731450318,"CCIW"
"43","Rhode Island College",2.08954789517458,"LEC"
"44","La Verne",2.07114822361272,"SCIAC"
"45","Vassar",2.06982820592209,"LL"
"46","Oberlin",2.0689437547277,"NCAC"
"47","Rutgers-Camden",2.05534483228725,"NJAC"
"48","Mary Washington",2.04532775461424,"CAC"
"49","Johns Hopkins",2.02160767483798,"CC"
"50","Case Western Reserve",2.01460033744292,"UAA"
"51","UW-Whitewater",1.98055006818978,"WIAC"
"52","Penn State-Behrend",1.97382263211707,"AMCC"
"53","Benedictine",1.95401989830403,"NACC"
"54","Luther",1.91817655022491,"IIAC"
"55","Loras",1.90526497597049,"IIAC"
"56","Eastern",1.89844797583262,"MACF"
"57","Ohio Wesleyan",1.88832935066599,"NCAC"
"58","Kean",1.88459859543282,"NJAC"
"59","DePauw",1.88119071852611,"NCAC"
"60","Colorado College",1.86612793222691,"SCAC"
"61","Clark",1.82929575168738,"NEWMAC"
"62","St. Lawrence",1.77581154642891,"LL"
"63","Grove City",1.77119179968185,"PrAC"
"64","Gettysburg",1.74040271089132,"CC"
"65","TCNJ",1.73576165788924,"NJAC"
"66","Misericordia",1.7185159239941,"MACF"
"67","Thomas",1.7141637249799,"NAC"
"68","Macalester",1.70052449936933,"MIAC"
"69","Texas-Dallas",1.68354987313314,"ASC"
"70","Hood",1.6162765699477,"MACC"
"71","Endicott",1.60715847922669,"CCC"
"72","Emory",1.60004691520592,"UAA"
"73","St. Norbert",1.59083750107514,"MWC"
"74","Houghton",1.59050418395023,"E8"
"75","Dickinson",1.58994748058906,"CC"
"76","Centre",1.58528097375535,"SAA"
"77","Wentworth",1.56385797338313,"CCC"
"78","New Paltz State",1.55188530189372,"SUNYAC"
"79","Frostburg State",1.54370394053704,"CAC"
"80","York (Pa.)",1.53318540914425,"CAC"
"81","Hanover",1.52979346043544,"HCAC"
"82","Wesleyan",1.52915981748359,"NESCAC"
"83","St. Mary's (Md.)",1.52405363708543,"CAC"
"84","Whitworth",1.52163852296999,"NWC"
"85","Rochester",1.51384862265836,"UAA"
"86","Buffalo State",1.50711636515506,"SUNYAC"
"87","Fredonia State",1.50141265402191,"SUNYAC"
"88","Wabash",1.5011425372694,"NCAC"
"89","Plattsburgh State",1.4931393856343,"SUNYAC"
"90","Ramapo",1.4750005990088,"NJAC"
"91","North Carolina Wesleyan",1.47215450049264,"USAC"
"92","Cal Lutheran",1.46478572980258,"SCIAC"
"93","RPI",1.44494781800447,"LL"
"94","WPI",1.44110138214954,"NEWMAC"
"95","Washington College",1.43787867819649,"CC"
"96","Geneva",1.42140984747455,"PrAC"
"97","Coast Guard",1.41733947452387,"NEWMAC"
"98","Mass-Dartmouth",1.41616727973861,"LEC"
"99","Randolph-Macon",1.41298293326005,"ODAC"
"100","Roanoke",1.41162159193857,"ODAC"
"101","Rose-Hulman",1.41115956357418,"HCAC"
"102","Pomona-Pitzer",1.40540108271679,"SCIAC"
"103","Keene State",1.38852120450436,"LEC"
"104","Western New England",1.37644821640775,"CCC"
"105","Penn State-Harrisburg",1.37495335606713,"CAC"
"106","Trinity (Conn.)",1.3681951412146,"NESCAC"
"107","Claremont-Mudd-Scripps",1.36482452489134,"SCIAC"
"108","Geneseo State",1.33720841659804,"SUNYAC"
"109","Bates",1.31944137604203,"NESCAC"
"110","Knox",1.31202007924065,"MWC"
"111","St. Joseph's (Maine)",1.29526758666992,"GNAC"
"112","Thomas More",1.29480437863495,"PrAC"
"113","Wartburg",1.28920507474115,"IIAC"
"114","Stevens",1.2871738500102,"E8"
"115","Capital",1.27080158280442,"OAC"
"116","North Park",1.26324235242125,"CCIW"
"117","Pacific Lutheran",1.25232598238931,"NWC"
"118","Hobart",1.24119834397611,"LL"
"119","Wheaton (Ill.)",1.23438801144812,"CCIW"
"120","Skidmore",1.23288694896364,"LL"
"121","Eastern Connecticut",1.21309863006885,"LEC"
"122","Virginia Wesleyan",1.20985061985924,"ODAC"
"123","Manhattanville",1.19677214443623,"MACF"
"124","Stockton",1.19265985801702,"NJAC"
"125","Medaille",1.19172942669707,"AMCC"
"126","Randolph",1.18996793217508,"ODAC"
"127","Denison",1.15152991628179,"NCAC"
"128","Adrian",1.15124690591448,"MIAA"
"129","Puget Sound",1.15067054534342,"NWC"
"130","Morrisville State",1.15041034538349,"NEAC"
"131","Marietta",1.14658991197585,"OAC"
"132","Simpson",1.14003239700603,"IIAC"
"133","St. John's",1.13360437133897,"MIAC"
"134","Johnson and Wales",1.13196610425054,"GNAC"
"135","Occidental",1.13037540134763,"SCIAC"
"136","Dubuque",1.12788958935118,"IIAC"
"137","Clarkson",1.12737899310576,"LL"
"138","MIT",1.12692676648565,"NEWMAC"
"139","Hardin-Simmons",1.11942383816271,"ASC"
"140","Dominican",1.10921217307796,"NACC"
"141","Salisbury",1.10864980123077,"CAC"
"142","Colby",1.10737008237979,"NESCAC"
"143","William Paterson",1.10055980597827,"NJAC"
"144","Alvernia",1.06898947569041,"MACC"
"145","Norwich",1.06862172947478,"GNAC"
"146","Swarthmore",1.0650675160603,"CC"
"147","Susquehanna",1.06474908254881,"LAND"
"148","Concordia (Wis.)",1.05613083270619,"NACC"
"149","Mary Hardin-Baylor",1.03888435528261,"ASC"
"150","Union",1.037022664959,"LL"
"151","UW-Platteville",1.03366199762319,"WIAC"
"152","UW-Superior",1.02138701935109,"UMAC"
"153","Pacific",1.01881112567159,"NWC"
"154","Catholic",1.01847667135976,"LAND"
"155","Potsdam State",1.01429778972221,"SUNYAC"
"156","Concordia (Texas)",1.01141628572965,"ASC"
"157","Whitman",1.00860276020146,"NWC"
"158","Austin",1.00204738788371,"SCAC"
"159","Texas-Tyler",0.998318917089807,"ASC"
"160","Elmhurst",0.991924345417419,"CCIW"
"161","Augsburg",0.990139915077683,"MIAC"
"162","Muhlenberg",0.982373013353447,"CC"
"163","Oglethorpe",0.979183695984203,"SAA"
"164","Alma",0.967532579606829,"MIAA"
"165","Transylvania",0.965319711859281,"HCAC"
"166","Lake Forest",0.965178650275681,"MWC"
"167","University of Dallas",0.96494255369673,"SCAC"
"168","Carleton",0.955179571834863,"MIAC"
"169","Greensboro",0.953418260285435,"USAC"
"170","Roger Williams",0.951177432191335,"CCC"
"171","Rochester Tech",0.935771237099967,"LL"
"172","New England College",0.933358377657039,"NAC"
"173","Merchant Marine",0.91484224350351,"SKY"
"174","Heidelberg",0.905189721148336,"OAC"
"175","Brockport State",0.890413124447025,"SUNYAC"
"176","Centenary (N.J.)",0.889185085826388,"CSAC"
"177","New York University",0.885487842565174,"UAA"
"178","St. Olaf",0.880955588826269,"MIAC"
"179","Hiram",0.875870913164717,"NCAC"
"180","King's",0.875450934246617,"MACF"
"181","Gustavus Adolphus",0.874618287390523,"MIAC"
"182","Worcester State",0.873789099204607,"MASCAC"
"183","Willamette",0.871573582324439,"NWC"
"184","Staten Island",0.868011086756117,"CUNYAC"
"185","Otterbein",0.86402160980242,"OAC"
"186","Berry",0.858427627728623,"SAA"
"187","Colby-Sawyer",0.856750295365013,"NAC"
"188","Hamline",0.84553007032663,"MIAC"
"189","Moravian",0.840595342920289,"LAND"
"190","Bridgewater (Va.)",0.815088417505214,"ODAC"
"191","Ithaca",0.80945125445296,"E8"
"192","St. John Fisher",0.799588774494462,"E8"
"193","Texas Lutheran",0.795866456881481,"SCAC"
"194","Arcadia",0.793560934854148,"MACC"
