"","Team","Rating","Conference"
"1","Pomona-Pitzer",12.5489887133964,"SCIAC"
"2","Messiah",11.9024256168049,"MACC"
"3","Arcadia",11.0593574013909,"MACC"
"4","Christopher Newport",10.0810113077631,"CAC"
"5","Gettysburg",8.87558977040002,"CC"
"6","MIT",8.1967290066218,"NEWMAC"
"7","Washington U.",8.05621690886027,"UAA"
"8","William Smith",7.95050560309277,"LL"
"9","Wheaton (Ill.)",7.9339581305502,"CCIW"
"10","Johns Hopkins",7.48134220642122,"CC"
"11","TCNJ",7.16269716041748,"NJAC"
"12","Chicago",6.45024533891322,"UAA"
"13","Haverford",6.11102947905016,"CC"
"14","Centre",5.93017957312138,"SAA"
"15","Dickinson",5.86380061897906,"CC"
"16","Tufts",5.81744841918764,"NESCAC"
"17","Washington and Lee",5.60803816921681,"ODAC"
"18","McDaniel",5.35891757840514,"CC"
"19","Geneseo State",5.24287605921804,"SUNYAC"
"20","Middlebury",5.17013428911184,"NESCAC"
"21","Randolph-Macon",5.05790891352648,"ODAC"
"22","Chapman",4.61882751601246,"SCIAC"
"23","Claremont-Mudd-Scripps",4.43312846926961,"SCIAC"
"24","Stevens",4.41371256454187,"MACF"
"25","Hamilton",4.09818903662702,"NESCAC"
"26","St. Thomas",4.06270198546718,"MIAC"
"27","Otterbein",3.80987747490618,"OAC"
"28","Swarthmore",3.79752406239851,"CC"
"29","Case Western Reserve",3.57794582055153,"UAA"
"30","Pacific Lutheran",3.47568689332209,"NWC"
"31","Williams",3.46342721392952,"NESCAC"
"32","Trinity (Texas)",3.22862119423756,"SCAC"
"33","Salisbury",3.17715309542716,"CAC"
"34","Cal Lutheran",3.15419700834587,"SCIAC"
"35","Susquehanna",3.1447632247018,"LAND"
"36","Wartburg",3.09526079482658,"ARC"
"37","Virginia Wesleyan",3.08709032378957,"ODAC"
"38","Rochester",3.04527492124404,"UAA"
"39","Elizabethtown",2.87530167476072,"LAND"
"40","Emory",2.70483457441578,"UAA"
"41","Roanoke",2.61420494967538,"ODAC"
"42","Lynchburg",2.58415522240232,"ODAC"
"43","Misericordia",2.56175901292013,"MACF"
"44","St. Lawrence",2.50839555032618,"LL"
"45","Hardin-Simmons",2.43774776055714,"ASC"
"46","Redlands",2.32650026829869,"SCIAC"
"47","UW-La Crosse",2.30719794646186,"WIAC"
"48","Wesleyan",2.27476536848785,"NESCAC"
"49","Amherst",2.25180062670681,"NESCAC"
"50","Capital",2.25126229541746,"OAC"
"51","Stockton",2.22448685477705,"NJAC"
"52","Montclair State",2.22068433117742,"NJAC"
"53","RIT",2.19046745296431,"LL"
"54","Augsburg",2.17881604848729,"MIAC"
"55","Ithaca",2.1191989348493,"LL"
"56","Ohio Northern",2.08913802797533,"OAC"
"57","Illinois Wesleyan",2.08058122588552,"CCIW"
"58","New York University",2.06734531830939,"UAA"
"59","WPI",2.00813835775719,"NEWMAC"
"60","Nazareth",1.92964989308297,"E8"
"61","Washington College",1.92687068278147,"CC"
"62","Puget Sound",1.9204704083498,"NWC"
"63","Texas-Dallas",1.87322145466992,"ASC"
"64","Denison",1.87128777335416,"NCAC"
"65","Concordia (Wis.)",1.8631985752439,"NACC"
"66","DeSales",1.8368494178477,"MACF"
"67","Scranton",1.83368353194166,"LAND"
"68","Connecticut College",1.82233080950757,"NESCAC"
"69","Bethel",1.82045146040495,"MIAC"
"70","Wheaton (Mass.)",1.80766427142316,"NEWMAC"
"71","Bridgewater (Va.)",1.77660636797139,"ODAC"
"72","Dubuque",1.75617135981678,"ARC"
"73","Rowan",1.72728753442393,"NJAC"
"74","Dominican",1.6747994893932,"NACC"
"75","Muhlenberg",1.64675625103423,"CC"
"76","Hope",1.64426908313421,"MIAA"
"77","Occidental",1.63267993497781,"SCIAC"
"78","Cortland State",1.61361878210412,"SUNYAC"
"79","Pitt-Greensburg",1.59813081493698,"AMCC"
"80","Carleton",1.58083489480313,"MIAC"
"81","UW-Stevens Point",1.57523562573588,"WIAC"
"82","Adrian",1.55677916149392,"MIAA"
"83","UW-Eau Claire",1.53999731985692,"WIAC"
"84","Carnegie Mellon",1.46623548888717,"UAA"
"85","Nebraska Wesleyan",1.45739551938475,"ARC"
"86","Mary Washington",1.43653720152559,"CAC"
"87","Whittier",1.40748189541646,"SCIAC"
"88","York (Pa.)",1.35786346645638,"CAC"
"89","Ohio Wesleyan",1.35632676601844,"NCAC"
"90","Brandeis",1.35038836872189,"UAA"
"91","Catholic",1.34450851515601,"LAND"
"92","Loras",1.33508030301405,"ARC"
"93","Ursinus",1.31002098361297,"CC"
"94","Stevenson",1.30956456138034,"MACC"
"95","Maryville (Tenn.)",1.30767261250472,"USAC"
"96","Franklin and Marshall",1.29263270220235,"CC"
"97","Clarkson",1.29144115384894,"LL"
"98","North Central (Ill.)",1.26838921049986,"CCIW"
"99","Webster",1.24025293156263,"SLIAC"
"100","Bowdoin",1.22198625044488,"NESCAC"
"101","Colby",1.22187816401495,"NESCAC"
"102","Springfield",1.21312501884758,"NEWMAC"
"103","Moravian",1.20799490611662,"LAND"
"104","Penn State-Berks",1.20117546446866,"NEAC"
"105","Skidmore",1.18844573973787,"LL"
"106","Farmingdale State",1.18680567877922,"SKY"
"107","UW-Whitewater",1.17556586841792,"WIAC"
"108","Saint Benedict",1.14384431141681,"MIAC"
"109","Cabrini",1.14319328255847,"AEC"
"110","Greensboro",1.10013303809232,"USAC"
"111","DePauw",1.07522502550291,"NCAC"
"112","St. Catherine",1.05820365789536,"MIAC"
"113","Piedmont",1.05516457779219,"USAC"
"114","McMurry",1.05249194553498,"ASC"
"115","William Paterson",1.04965843492757,"NJAC"
"116","Trinity (Conn.)",1.03114148649101,"NESCAC"
"117","Endicott",1.03078762259363,"CCC"
"118","St. Mary's (Md.)",1.00952067761186,"CAC"
"119","Knox",0.999652296408887,"MWC"
"120","Coast Guard",0.976097871133673,"NEWMAC"
"121","UC Santa Cruz",0.96212149938301,"ACAA"
"122","Willamette",0.960646652388131,"NWC"
"123","Wittenberg",0.960642957038551,"NCAC"
"124","Oneonta State",0.958592836531021,"SUNYAC"
"125","Wooster",0.930855333894281,"NCAC"
"126","Linfield",0.923333220698598,"NWC"
"127","Shenandoah",0.918758068211888,"ODAC"
"128","Brockport State",0.916001681739334,"SUNYAC"
"129","Plattsburgh State",0.910909257216175,"SUNYAC"
"130","Lesley",0.910360771438031,"NECC"
"131","Ferrum",0.903937200681948,"ODAC"
"132","Eastern Mennonite",0.898538253324467,"ODAC"
"133","Clark",0.896020271266494,"NEWMAC"
"134","RPI",0.894850069806605,"LL"
"135","Mary Hardin-Baylor",0.894098459342304,"ASC"
"136","Monmouth",0.882506488320999,"MWC"
"137","John Carroll",0.878358691685501,"OAC"
"138","Union",0.876027463227137,"LL"
"139","Pfeiffer",0.869322306897976,"USAC"
"140","Vassar",0.868414047945853,"LL"
"141","Berry",0.842506655374848,"SAA"
"142","Albright",0.833033075642951,"MACC"
"143","UW-Oshkosh",0.806127763627793,"WIAC"
"144","Gordon",0.798825527976393,"CCC"
"145","Wilkes",0.774857305743407,"MACF"
"146","Carthage",0.769126624191644,"CCIW"
"147","Hood",0.763518883299985,"MACC"
"148","Rhodes",0.761975217134073,"SAA"
"149","Kenyon",0.760846052383017,"NCAC"
"150","Augustana",0.756135985810937,"CCIW"
"151","Simpson",0.755785615359774,"ARC"
"152","FDU-Florham",0.74366230868325,"MACF"
"153","Kalamazoo",0.740846689961117,"MIAA"
"154","Widener",0.73411752876606,"MACC"
"155","Utica",0.731276019340027,"E8"
"156","Drew",0.71926358553347,"LAND"
"157","Babson",0.695686438158618,"NEWMAC"
"158","Carroll",0.693771117501513,"CCIW"
"159","Western Connecticut",0.69092112958363,"LEC"
"160","Fontbonne",0.654536243470407,"SLIAC"
"161","St. Olaf",0.648911742724774,"MIAC"
"162","Mass-Boston",0.647709460536078,"LEC"
"163","Coe",0.622444295074988,"ARC"
"164","Smith",0.616750518258654,"NEWMAC"
"165","Eastern",0.613341075087891,"MACF"
"166","Alfred",0.610690105190731,"E8"
"167","Potsdam State",0.599499655735548,"SUNYAC"
"168","Buffalo State",0.585863277356909,"SUNYAC"
"169","Emerson",0.583406981779592,"NEWMAC"
"170","Hanover",0.581022411882661,"HCAC"
"171","Chatham",0.578337804135059,"PrAC"
"172","Centenary (La.)",0.577925949476142,"SCAC"
"173","Saint Mary's (Minn.)",0.568265888210913,"MIAC"
"174","Fredonia State",0.564985047786035,"SUNYAC"
"175","Hartwick",0.549593917709409,"E8"
"176","Guilford",0.515909670258428,"ODAC"
"177","St. Scholastica",0.502337721632487,"UMAC"
"178","Roger Williams",0.497496917037494,"CCC"
"179","Baldwin Wallace",0.495790974183798,"OAC"
"180","Southwestern",0.493740765316546,"SCAC"
"181","Salve Regina",0.481601448497542,"CCC"
"182","George Fox",0.480768370988715,"NWC"
"183","Luther",0.475642195176316,"ARC"
"184","Elmhurst",0.469891154807141,"CCIW"
"185","Rutgers-Newark",0.463822148631501,"NJAC"
"186","Alma",0.463148176208953,"MIAA"
"187","Macalester",0.453202827889736,"MIAC"
"188","Whitworth",0.447385343086781,"NWC"
"189","Mount St. Joseph",0.447010553168101,"HCAC"
"190","Sewanee",0.441713889845735,"SAA"
"191","Houghton",0.43512253369982,"E8"
"192","LeTourneau",0.430957656886438,"ASC"
"193","Rose-Hulman",0.429998231887173,"HCAC"
"194","Sage",0.424065551161531,"E8"
"195","Calvin",0.422971566306659,"MIAA"
"196","Worcester State",0.422756432568623,"MASCAC"
"197","MSOE",0.413763355406532,"NACC"
"198","Millikin",0.41302413000755,"CCIW"
"199","Birmingham-Southern",0.411407809801243,"SAA"
"200","Lebanon Valley",0.404966966863222,"MACC"
"201","Hendrix",0.395045388631763,"SAA"
"202","Johnson and Wales",0.394826998293726,"GNAC"
"203","St. Joseph's (Maine)",0.374063679607456,"GNAC"
"204","Belhaven",0.370219089933708,"ASC"
"205","Anderson",0.368693447543323,"HCAC"
"206","Lewis and Clark",0.365016407228728,"NWC"
"207","UW-River Falls",0.360406754936742,"WIAC"
"208","Oswego State",0.35664807476055,"SUNYAC"
"209","New Paltz State",0.355957462835973,"SUNYAC"
"210","Westminster (Pa.)",0.355483730049279,"PrAC"
"211","Mount Aloysius",0.355150758882166,"AMCC"
"212","Penn State-Harrisburg",0.353692125207117,"NEAC"
"213","Covenant",0.353586874811567,"USAC"
"214","Salem State",0.344779452905735,"MASCAC"
"215","Gustavus Adolphus",0.344751989771282,"MIAC"
"216","St. Norbert",0.344715201266917,"MWC"
"217","University of New England",0.341609803714029,"CCC"
"218","Cornell",0.337582617357007,"MWC"
"219","University of Dallas",0.330933180777329,"SCAC"
"220","Concordia-Moorhead",0.326634618154206,"MIAC"
"221","Salem",0.317341924095102,"USAC"
"222","Illinois Tech",0.31106150869653,"NACC"
"223","Mount Union",0.303118242136585,"OAC"
"224","Hamline",0.302660455456725,"MIAC"
"225","Grinnell",0.302066155512622,"MWC"
"226","Wesley",0.29924803334747,"AEC"
"227","Allegheny",0.29748959582,"NCAC"
"228","La Verne",0.297066311528825,"SCIAC"
"229","Lake Forest",0.296960422187002,"MWC"
"230","UW-Platteville",0.296359496330431,"WIAC"
"231","East Texas Baptist",0.294447310865899,"ASC"
"232","Bard",0.292111833814479,"LL"
"233","Texas Lutheran",0.290576164396759,"SCAC"
"234","University of the Ozarks",0.287716477180411,"ASC"
"235","Wilmington",0.28611447942142,"OAC"
"236","Grove City",0.28125042986828,"PrAC"
"237","Emmanuel",0.279389144904924,"GNAC"
"238","Sul Ross State",0.278867745189412,"ASC"
"239","Central",0.275833798872889,"ARC"
"240","Goucher",0.275043170720846,"LAND"
"241","Kean",0.274707482322465,"NJAC"
"242","Franklin",0.272933188335624,"HCAC"
"243","Westfield State",0.269294938905128,"MASCAC"
"244","Westminster (Mo.)",0.259157903137733,"SLIAC"
"245","Schreiner",0.258601092806724,"SCAC"
"246","Southern Virginia",0.257248372262234,"CAC"
"247","Albion",0.256508071942351,"MIAA"
"248","King's",0.25504409906687,"MACF"
"249","St. John Fisher",0.250587242722835,"E8"
"250","Lycoming",0.249547050906147,"MACC"
"251","St. Thomas (Texas)",0.241805914433967,"SCAC"
"252","Howard Payne",0.238665272776484,"ASC"
"253","Keuka",0.237339215863216,"NEAC"
"254","Aurora",0.236126880896569,"NACC"
"255","Oberlin",0.230786297207621,"NCAC"
"256","Bryn Mawr",0.227864206161881,"CC"
"257","Washington and Jefferson",0.22636682238842,"PrAC"
"258","Transylvania",0.221675817932361,"HCAC"
"259","D'Youville",0.215163770477676,"AMCC"
"260","Muskingum",0.213731637133518,"OAC"
"261","Western New England",0.213537180775393,"CCC"
"262","Franciscan",0.211176418003385,"AMCC"
"263","Wellesley",0.210341657158088,"NEWMAC"
"264","Waynesburg",0.209415339209743,"PrAC"
"265","Geneva",0.208244190417899,"PrAC"
"266","Edgewood",0.206236199498176,"NACC"
"267","Ripon",0.20515828279485,"MWC"
"268","Olivet",0.200059179526005,"MIAA"
"269","Nichols",0.195034854109442,"CCC"
"270","Immaculata",0.19268054481118,"AEC"
"271","Keene State",0.191662520117097,"LEC"
"272","Mount St. Mary",0.190511458446465,"SKY"
"273","St. Mary's (Ind.)",0.190389414745555,"MIAA"
