"","Team","Rating","Conference"
"1","TCNJ",23.1941655129159,"NJAC"
"2","Chicago",13.5837326688905,"UAA"
"3","Johns Hopkins",10.4554805522403,"CC"
"4","Christopher Newport",9.53089991204339,"CAC"
"5","Hardin-Simmons",7.7112115263148,"ASC"
"6","MIT",7.25481048801811,"NEWMAC"
"7","Messiah",7.02205435302313,"MACC"
"8","Hope",6.72038405137952,"MIAA"
"9","Geneseo State",6.59932483985284,"SUNYAC"
"10","William Smith",6.2104222441698,"LL"
"11","Western Connecticut",5.86664075310782,"LEC"
"12","Emory",5.77655947938176,"UAA"
"13","Washington U.",5.50608377473338,"UAA"
"14","Trinity (Texas)",5.28889985582674,"SCAC"
"15","Williams",5.0892410659963,"NESCAC"
"16","Swarthmore",5.06070666096702,"CC"
"17","Loras",4.68882978095104,"IIAC"
"18","Carnegie Mellon",4.37919417165164,"UAA"
"19","UW-La Crosse",3.85332237395305,"WIAC"
"20","St. Thomas",3.81294149711148,"MIAC"
"21","Wheaton (Ill.)",3.79940719719272,"CCIW"
"22","Stevens",3.52722959470176,"E8"
"23","New York University",3.37231935199248,"UAA"
"24","St. Lawrence",3.35847167118582,"LL"
"25","Pacific Lutheran",3.3499522195738,"NWC"
"26","Brandeis",3.32625992739994,"UAA"
"27","Illinois Wesleyan",3.30087801141123,"CCIW"
"28","UW-Whitewater",3.26182796540949,"WIAC"
"29","Rowan",3.22930546287505,"NJAC"
"30","Nazareth",3.10167555838491,"E8"
"31","Springfield",3.00712892286235,"NEWMAC"
"32","Connecticut College",2.98247834334746,"NESCAC"
"33","Virginia Wesleyan",2.97291762616463,"ODAC"
"34","Wartburg",2.87696337070654,"IIAC"
"35","Lynchburg",2.61742547681049,"ODAC"
"36","Webster",2.60799910611239,"SLIAC"
"37","Vassar",2.58409168003745,"LL"
"38","McDaniel",2.58163976516127,"CC"
"39","Ohio Northern",2.57229921489417,"OAC"
"40","RIT",2.54109516006247,"LL"
"41","Misericordia",2.51395879321076,"MACF"
"42","Kalamazoo",2.48299056728063,"MIAA"
"43","Tufts",2.31657693395999,"NESCAC"
"44","UW-Stevens Point",2.29283828014451,"WIAC"
"45","Susquehanna",2.28172696616514,"LAND"
"46","Scranton",2.26797451391908,"LAND"
"47","Texas-Dallas",2.25666809609631,"ASC"
"48","Catholic",2.21753747028981,"LAND"
"49","Coe",2.17836125487539,"IIAC"
"50","Central",2.10899805492448,"IIAC"
"51","Adrian",2.08605131531737,"MIAA"
"52","RPI",2.03209550628006,"LL"
"53","Wheaton (Mass.)",2.00901579916098,"NEWMAC"
"54","Texas-Tyler",1.98702017733213,"ASC"
"55","Cal Lutheran",1.9519037668866,"SCIAC"
"56","Bridgewater (Va.)",1.94820130301381,"ODAC"
"57","Gustavus Adolphus",1.94795968554238,"MIAC"
"58","Bates",1.91683648064981,"NESCAC"
"59","Pomona-Pitzer",1.8897599161201,"SCIAC"
"60","Hamline",1.88630821727184,"MIAC"
"61","Calvin",1.86645726142921,"MIAA"
"62","Wesleyan",1.86470955080929,"NESCAC"
"63","Albion",1.83234456662306,"MIAA"
"64","Otterbein",1.83055548799273,"OAC"
"65","Amherst",1.81743428008194,"NESCAC"
"66","Brockport State",1.80977603661725,"SUNYAC"
"67","Salisbury",1.75213892826936,"CAC"
"68","Cortland State",1.74755706500976,"SUNYAC"
"69","Hamilton",1.70217041957087,"NESCAC"
"70","Baldwin Wallace",1.6586175468439,"OAC"
"71","Oberlin",1.65458075575581,"NCAC"
"72","Plattsburgh State",1.63353442057647,"SUNYAC"
"73","Saint Benedict",1.63168202157743,"MIAC"
"74","Rhodes",1.61192918346015,"SAA"
"75","Mary Hardin-Baylor",1.56294317971657,"ASC"
"76","Hendrix",1.54142446809273,"SAA"
