"","Team","Rating","Conference"
"1","New Paltz State",0.949744740122251,"SUNYAC"
"2","UW-Platteville",0.917660503631525,"WIAC"
"3","Wilson",0.862931708575913,"NEAC"
"4","SUNY-Old Westbury",0.84796397995625,"SKY"
"5","DeSales",0.827355176430344,"MACF"
"6","Knox",0.82247845482045,"MWC"
"7","Mass-Boston",0.821460080817512,"LEC"
"8","Randolph-Macon",0.817363348133593,"ODAC"
"9","Cortland State",0.811531855162552,"SUNYAC"
"10","Keene State",0.797135858397619,"LEC"
"11","Gettysburg",0.791246932402818,"CC"
"12","Illinois College",0.788521450220429,"MWC"
"13","Whitman",0.788326285924516,"NWC"
"14","Carnegie Mellon",0.787500552209591,"UAA"
"15","Clarkson",0.785977511842778,"LL"
"16","Waynesburg",0.785429720351392,"PrAC"
"17","Wartburg",0.777016645423745,"IIAC"
"18","Johns Hopkins",0.776518584913548,"CC"
"19","Montclair State",0.77248043138802,"NJAC"
"20","New Jersey City",0.771773949487439,"NJAC"
"21","University of Dallas",0.770129709702888,"SCAC"
"22","Brandeis",0.766772193437207,"UAA"
"23","Whitworth",0.766548706210876,"NWC"
"24","Potsdam State",0.765340182608755,"SUNYAC"
"25","Allegheny",0.76500558071338,"NCAC"
"26","Salem State",0.763681592039801,"MASCAC"
"27","Colby-Sawyer",0.7595774827342,"NAC"
"28","Lycoming",0.757387519964261,"MACC"
"29","Rivier",0.752905190356308,"GNAC"
"30","Loras",0.751125379736348,"IIAC"
"31","Hampden-Sydney",0.750370565317546,"ODAC"
"32","Mount St. Vincent",0.74348269111914,"SKY"
"33","Western Connecticut",0.743046593532636,"LEC"
"34","Mount Union",0.742585252998715,"OAC"
"35","Southwestern",0.741987343600684,"SCAC"
"36","Colorado College",0.740475602243926,"SCAC"
"37","Oberlin",0.73298880220595,"NCAC"
"38","UW-Whitewater",0.732540698107434,"WIAC"
"39","Ursinus",0.728034879315766,"CC"
"40","St. Joseph's (Maine)",0.723214285714286,"GNAC"
"41","Lebanon Valley",0.716711479305877,"MACC"
"42","Ferrum",0.714284749800605,"USAC"
"43","Messiah",0.710384620087315,"MACC"
"44","Framingham State",0.710188630790644,"MASCAC"
"45","Benedictine",0.709609448212501,"NACC"
"46","St. Lawrence",0.708878502083705,"LL"
"47","Alvernia",0.708693750261682,"MACC"
"48","Wesleyan",0.708333333333333,"NESCAC"
"49","Becker",0.707723310341916,"NECC"
"50","Randolph",0.706505169165675,"ODAC"
"51","Bowdoin",0.705357142857143,"NESCAC"
"52","LeTourneau",0.703079324720415,"ASC"
"53","Dean",0.702284339549746,"NECC"
"54","Birmingham-Southern",0.70141230661334,"SAA"
"55","Lesley",0.70081774202464,"NECC"
"56","Franciscan",0.699392153283646,"AMCC"
"57","Calvin",0.697771881148205,"MIAA"
"58","Skidmore",0.697552711660017,"LL"
"59","Elmhurst",0.694515329610842,"CCIW"
"60","Cairn",0.693781473937654,"CSAC"
"61","Medaille",0.688437301692644,"AMCC"
"62","St. Norbert",0.683462128604698,"MWC"
"63","Oneonta State",0.682912824742161,"SUNYAC"
"64","Eastern Mennonite",0.682222570157834,"ODAC"
"65","Sarah Lawrence",0.680595166964673,"SKY"
"66","Clark",0.672499055983926,"NEWMAC"
"67","Heidelberg",0.670980948544481,"OAC"
"68","Augustana",0.667590860839598,"CCIW"
"69","Bridgewater (Va.)",0.663293571454098,"ODAC"
"70","Millikin",0.662523998390908,"CCIW"
"71","Texas-Tyler",0.661191840835975,"ASC"
"72","Fontbonne",0.657585824621497,"SLIAC"
"73","Wells",0.65625,"NEAC"
"74","Edgewood",0.655767694734921,"NACC"
"75","Salve Regina",0.654175592621565,"CCC"
"76","Christopher Newport",0.651526087532361,"CAC"
"77","Maine-Farmington",0.650758231350879,"NAC"
"78","Ohio Wesleyan",0.650665894200478,"NCAC"
